Destination ID,Country,apiSku,Product SKU,Plan Name,Data Allowanance,Validity Days,VOICE MIN,DATA,SMS,VALIDITY,BaseCost,markup,finalPrice,currency,Note / QR Code Expiry,status
,Bangladesh,eSIM-BD2G-01,eSIM-BD2G-01,"Holiday eSIM 2 Bangladesh
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,1 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,1 days,1.13,1.13,2.26,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD2G-03,eSIM-BD2G-03,"Holiday eSIM 2 Bangladesh
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,3 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,3 days,2.59,2.59,5.18,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD2G-05,eSIM-BD2G-05,"Holiday eSIM 2 Bangladesh
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,5 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,5 days,4.07,4.07,8.14,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD2G-07,eSIM-BD2G-07,"Holiday eSIM 2 Bangladesh
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,7 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,7 days,5.55,5.55,11.1,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD2G-10,eSIM-BD2G-10,"Holiday eSIM 2 Bangladesh
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,10 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,10 days,7.79,7.79,15.58,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD2G-15,eSIM-BD2G-15,"Holiday eSIM 2 Bangladesh
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,15 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,15 days,11.5,11.5,23,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD2G-20,eSIM-BD2G-20,"Holiday eSIM 2 Bangladesh
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,20 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,20 days,15.21,15.21,30.42,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD2G-30,eSIM-BD2G-30,"Holiday eSIM 2 Bangladesh
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,30 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,30 days,22.63,22.63,45.26,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD3G-01,eSIM-BD3G-01,"Holiday eSIM 2 Bangladesh
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,1 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,1 days,1.38,1.38,2.76,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD3G-03,eSIM-BD3G-03,"Holiday eSIM 2 Bangladesh
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,3 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,3 days,3.46,3.46,6.92,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD3G-05,eSIM-BD3G-05,"Holiday eSIM 2 Bangladesh
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,5 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,5 days,5.44,5.44,10.88,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD3G-07,eSIM-BD3G-07,"Holiday eSIM 2 Bangladesh
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,7 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,7 days,7.42,7.42,14.84,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD3G-10,eSIM-BD3G-10,"Holiday eSIM 2 Bangladesh
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,10 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,10 days,10.51,10.51,21.02,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD3G-15,eSIM-BD3G-15,"Holiday eSIM 2 Bangladesh
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,15 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,15 days,15.58,15.58,31.16,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD3G-20,eSIM-BD3G-20,"Holiday eSIM 2 Bangladesh
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,20 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,20 days,20.65,20.65,41.3,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD3G-30,eSIM-BD3G-30,"Holiday eSIM 2 Bangladesh
 (Daily 3GB)",3GB Daily with high speed + FUP 128 Kbps,30 days,N/A,3GB Daily with high speed + FUP 128 Kbps,N/A,30 days,30.68,30.68,61.36,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDMAX-01,eSIM-BDMAX-01,"Holiday eSIM 2 Bangladesh
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,1 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,1 days,2.14,2.14,4.28,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDMAX-03,eSIM-BDMAX-03,"Holiday eSIM 2 Bangladesh
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,3 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,3 days,5.44,5.44,10.88,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDMAX-05,eSIM-BDMAX-05,"Holiday eSIM 2 Bangladesh
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,5 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,5 days,8.77,8.77,17.54,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDMAX-07,eSIM-BDMAX-07,"Holiday eSIM 2 Bangladesh
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,7 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,7 days,12.12,12.12,24.24,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDMAX-10,eSIM-BDMAX-10,"Holiday eSIM 2 Bangladesh
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,10 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,10 days,17.19,17.19,34.38,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDMAX-15,eSIM-BDMAX-15,"Holiday eSIM 2 Bangladesh
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,15 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,15 days,25.61,25.61,51.22,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDMAX-20,eSIM-BDMAX-20,"Holiday eSIM 2 Bangladesh
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,20 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,20 days,34.02,34.02,68.04,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDMAX-30,eSIM-BDMAX-30,"Holiday eSIM 2 Bangladesh
 (MAX)",1GB Daily with high speed + FUP 5 Mbps,30 days,N/A,1GB Daily with high speed + FUP 5 Mbps,N/A,30 days,50.97,50.97,101.94,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD10M-01,eSIM-BD10M-01,"Holiday eSIM 2 Bangladesh
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,1 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,1 days,2.39,2.39,4.78,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD10M-03,eSIM-BD10M-03,"Holiday eSIM 2 Bangladesh
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,3 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,3 days,6.43,6.43,12.86,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD10M-05,eSIM-BD10M-05,"Holiday eSIM 2 Bangladesh
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,5 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,5 days,10.51,10.51,21.02,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD10M-07,eSIM-BD10M-07,"Holiday eSIM 2 Bangladesh
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,7 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,7 days,14.47,14.47,28.94,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD10M-10,eSIM-BD10M-10,"Holiday eSIM 2 Bangladesh
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,10 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,10 days,20.65,20.65,41.3,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD10M-15,eSIM-BD10M-15,"Holiday eSIM 2 Bangladesh
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,15 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,15 days,30.68,30.68,61.36,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD10M-20,eSIM-BD10M-20,"Holiday eSIM 2 Bangladesh
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,20 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,20 days,40.82,40.82,81.64,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BD10M-30,eSIM-BD10M-30,"Holiday eSIM 2 Bangladesh
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,30 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,30 days,61.12,61.12,122.24,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT3G-03,eSIM-BDT3G-03,"Holiday eSIM 2 Bangladesh
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,3 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,3 days,1.84,1.84,3.68,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT3G-05,eSIM-BDT3G-05,"Holiday eSIM 2 Bangladesh
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,5 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,5 days,1.97,1.97,3.94,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT3G-07,eSIM-BDT3G-07,"Holiday eSIM 2 Bangladesh
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,7 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,7 days,2.09,2.09,4.18,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT3G-10,eSIM-BDT3G-10,"Holiday eSIM 2 Bangladesh
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,10 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,10 days,2.22,2.22,4.44,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT3G-15,eSIM-BDT3G-15,"Holiday eSIM 2 Bangladesh
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,15 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,15 days,2.35,2.35,4.7,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT3G-30,eSIM-BDT3G-30,"Holiday eSIM 2 Bangladesh
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,30 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,30 days,2.46,2.46,4.92,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT5G-03,eSIM-BDT5G-03,"Holiday eSIM 2 Bangladesh
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,3 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,3 days,2.46,2.46,4.92,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT5G-05,eSIM-BDT5G-05,"Holiday eSIM 2 Bangladesh
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,5 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,5 days,2.59,2.59,5.18,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT5G-07,eSIM-BDT5G-07,"Holiday eSIM 2 Bangladesh
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,7 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,7 days,2.71,2.71,5.42,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT5G-10,eSIM-BDT5G-10,"Holiday eSIM 2 Bangladesh
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,10 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,10 days,2.96,2.96,5.92,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT5G-15,eSIM-BDT5G-15,"Holiday eSIM 2 Bangladesh
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,15 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,15 days,3.21,3.21,6.42,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT5G-30,eSIM-BDT5G-30,"Holiday eSIM 2 Bangladesh
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,30 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,30 days,3.46,3.46,6.92,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT10G-03,eSIM-BDT10G-03,"Holiday eSIM 2 Bangladesh
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,3 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,3 days,3.83,3.83,7.66,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT10G-05,eSIM-BDT10G-05,"Holiday eSIM 2 Bangladesh
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,5 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,5 days,4.2,4.2,8.4,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT10G-07,eSIM-BDT10G-07,"Holiday eSIM 2 Bangladesh
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,7 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,7 days,4.57,4.57,9.14,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT10G-10,eSIM-BDT10G-10,"Holiday eSIM 2 Bangladesh
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,10 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,10 days,4.94,4.94,9.88,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT10G-15,eSIM-BDT10G-15,"Holiday eSIM 2 Bangladesh
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,15 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,15 days,5.31,5.31,10.62,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT10G-30,eSIM-BDT10G-30,"Holiday eSIM 2 Bangladesh
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,30 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,30 days,5.68,5.68,11.36,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT20G-03,eSIM-BDT20G-03,"Holiday eSIM 2 Bangladesh
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,3 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,3 days,8.04,8.04,16.08,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT20G-05,eSIM-BDT20G-05,"Holiday eSIM 2 Bangladesh
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,5 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,5 days,8.53,8.53,17.06,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT20G-07,eSIM-BDT20G-07,"Holiday eSIM 2 Bangladesh
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,7 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,7 days,9.03,9.03,18.06,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT20G-10,eSIM-BDT20G-10,"Holiday eSIM 2 Bangladesh
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,10 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,10 days,9.52,9.52,19.04,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT20G-15,eSIM-BDT20G-15,"Holiday eSIM 2 Bangladesh
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,15 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,15 days,10.02,10.02,20.04,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT20G-30,eSIM-BDT20G-30,"Holiday eSIM 2 Bangladesh
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,30 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,30 days,10.51,10.51,21.02,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT30G-03,eSIM-BDT30G-03,"Holiday eSIM 2 Bangladesh
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,3 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,3 days,10.88,10.88,21.76,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT30G-05,eSIM-BDT30G-05,"Holiday eSIM 2 Bangladesh
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,5 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,5 days,11.63,11.63,23.26,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT30G-07,eSIM-BDT30G-07,"Holiday eSIM 2 Bangladesh
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,7 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,7 days,12.36,12.36,24.72,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT30G-10,eSIM-BDT30G-10,"Holiday eSIM 2 Bangladesh
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,10 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,10 days,13.11,13.11,26.22,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT30G-15,eSIM-BDT30G-15,"Holiday eSIM 2 Bangladesh
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,15 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,15 days,13.85,13.85,27.7,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT30G-30,eSIM-BDT30G-30,"Holiday eSIM 2 Bangladesh
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,30 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,30 days,14.59,14.59,29.18,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT50G-03,eSIM-BDT50G-03,"Holiday eSIM 2 Bangladesh
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,3 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,3 days,17.07,17.07,34.14,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT50G-05,eSIM-BDT50G-05,"Holiday eSIM 2 Bangladesh
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,5 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,5 days,18.18,18.18,36.36,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT50G-07,eSIM-BDT50G-07,"Holiday eSIM 2 Bangladesh
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,7 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,7 days,19.3,19.3,38.6,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT50G-10,eSIM-BDT50G-10,"Holiday eSIM 2 Bangladesh
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,10 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,10 days,20.41,20.41,40.82,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT50G-15,eSIM-BDT50G-15,"Holiday eSIM 2 Bangladesh
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,15 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,15 days,21.52,21.52,43.04,GBP,QR Code Expiry: 180 days,active
,Bangladesh,eSIM-BDT50G-30,eSIM-BDT50G-30,"Holiday eSIM 2 Bangladesh
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,30 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,30 days,22.63,22.63,45.26,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM500M-01,eSIM-UCM500M-01,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,1 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,1 days,1,1,2,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM500M-03,eSIM-UCM500M-03,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,3 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,3 days,2.22,2.22,4.44,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM500M-05,eSIM-UCM500M-05,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,5 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,5 days,3.46,3.46,6.92,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM500M-07,eSIM-UCM500M-07,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,7 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,7 days,4.69,4.69,9.38,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM500M-10,eSIM-UCM500M-10,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,10 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,10 days,6.55,6.55,13.1,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM500M-15,eSIM-UCM500M-15,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,15 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,15 days,9.52,9.52,19.04,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM500M-20,eSIM-UCM500M-20,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,20 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,20 days,12.62,12.62,25.24,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM500M-30,eSIM-UCM500M-30,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,30 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,30 days,18.8,18.8,37.6,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM1G-01,eSIM-UCM1G-01,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,1 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,1 days,1.25,1.25,2.5,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM1G-03,eSIM-UCM1G-03,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,3 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,3 days,2.84,2.84,5.68,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM1G-05,eSIM-UCM1G-05,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,5 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,5 days,4.45,4.45,8.9,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM1G-07,eSIM-UCM1G-07,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,7 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,7 days,6.05,6.05,12.1,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM1G-10,eSIM-UCM1G-10,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,10 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,10 days,8.53,8.53,17.06,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM1G-15,eSIM-UCM1G-15,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,15 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,15 days,12.62,12.62,25.24,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM1G-20,eSIM-UCM1G-20,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,20 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,20 days,16.7,16.7,33.4,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM1G-30,eSIM-UCM1G-30,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,30 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,30 days,24.86,24.86,49.72,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM2G-01,eSIM-UCM2G-01,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,1 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,1 days,1.89,1.89,3.78,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM2G-03,eSIM-UCM2G-03,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,3 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,3 days,4.82,4.82,9.64,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM2G-05,eSIM-UCM2G-05,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,5 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,5 days,7.91,7.91,15.82,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM2G-07,eSIM-UCM2G-07,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,7 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,7 days,10.88,10.88,21.76,GBP,QR Code Expiry: 180 days,active
,"United States, Canada, Mexico",eSIM-UCM2G-10,eSIM-UCM2G-10,"Holiday eSIM 2 USA, CAN, MEX
 (Daily 2GB)",2GB Daily with high speed + FUP 128 Kbps,10 days,N/A,2GB Daily with high speed + FUP 128 Kbps,N/A,10 days,15.33,15.33,30.66,GBP,QR Code Expiry: 180 days,active
